building_name,zone_name,surface_name,surface_type,surface_area,surface_comment
create_level8_4zones_b,zone2,surface_adiabatic_9,interior_column,60.318528,4*3.14159
create_level8_4zones_b,zone2,surface_adiabatic_10,base_ceiling,358,
create_level8_4zones_b,zone2,surface_adiabatic_11,base_ceiling,358,
create_level8_4zones_b,zone3,surface_adiabatic_12,interior_wall_gypsum,91.92,4.78+5.04+5.04+3.43+0.86
create_level8_4zones_b,zone3,surface_adiabatic_13,interior_wall_concrete,36.672,5.4+2.24
create_level8_4zones_b,zone3,surface_adiabatic_14,interior_column,7.539816,0.5*3.14159
create_level8_4zones_b,zone3,surface_adiabatic_15,base_ceiling,80,
create_level8_4zones_b,zone3,surface_adiabatic_16,base_ceiling,80,
create_level8_4zones_b,zone4,surface_adiabatic_17,interior_wall_concrete,95.808,9.98+9.98
create_level8_4zones_b,zone4,surface_adiabatic_18,base_ceiling,64.2712,
create_level8_4zones_b,zone4,surface_adiabatic_19,base_ceiling,64.2712,
create_level8_5zones,zone1,surface_adiabatic_1,interior_wall_gypsum,246.456,3.86+17.16+3.42+4.78+5.04+3.43+3.43/2+3*3.98
create_level8_5zones,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_5zones,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_5zones,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_5zones,zone1,surface_adiabatic_5,base_ceiling,235,
create_level8_5zones,zone1,surface_adiabatic_6,base_ceiling,235,
create_level8_5zones,zone2,surface_adiabatic_7,interior_wall_gypsum,136.584,10.45+0.86+10.39+5.04+3.43/2
create_level8_5zones,zone2,surface_adiabatic_8,interior_wall_concrete,28.032,2.24+2*5.4/3
create_level8_5zones,zone2,surface_adiabatic_9,interior_column,22.619448,1.5*3.14159
create_level8_5zones,zone2,surface_adiabatic_10,base_ceiling,282,
create_level8_5zones,zone2,surface_adiabatic_11,base_ceiling,282,
create_level8_5zones,zone3,surface_adiabatic_12,interior_wall_gypsum,46.11,3.43+3*3.98
create_level8_5zones,zone3,surface_adiabatic_13,interior_column,23.561925,2.5*3.14159
create_level8_5zones,zone3,surface_adiabatic_14,base_ceiling,68.2968,
create_level8_5zones,zone3,surface_adiabatic_15,base_ceiling,68.2968,
create_level8_5zones,zone4,surface_adiabatic_16,interior_wall_gypsum,59.88,4+4*3.99
create_level8_5zones,zone4,surface_adiabatic_17,interior_column,28.27431,3*3.14159
create_level8_5zones,zone4,surface_adiabatic_18,base_ceiling,95.36,
create_level8_5zones,zone4,surface_adiabatic_19,base_ceiling,95.36,
create_level8_5zones,zone5,surface_adiabatic_20,interior_wall_concrete,95.808,9.98+9.98
create_level8_5zones,zone5,surface_adiabatic_21,base_ceiling,64.2712,
create_level8_5zones,zone5,surface_adiabatic_22,base_ceiling,64.2712,
create_level8_6zones_a,zone1,surface_adiabatic_1,interior_wall_gypsum,117.312,3.86+17.16+3.42
create_level8_6zones_a,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_6zones_a,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_6zones_a,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_6zones_a,zone1,surface_adiabatic_5,base_ceiling,178.464,
create_level8_6zones_a,zone1,surface_adiabatic_6,base_ceiling,178.464,
create_level8_6zones_a,zone2,surface_adiabatic_7,interior_wall_gypsum,100.032,10.45+10.39
create_level8_6zones_a,zone2,surface_adiabatic_8,interior_column,15.079632,1*3.14159
create_level8_6zones_a,zone2,surface_adiabatic_9,base_ceiling,248.8896,
create_level8_6zones_a,zone2,surface_adiabatic_10,base_ceiling,248.8896,
create_level8_6zones_a,zone3,surface_adiabatic_11,interior_wall_gypsum,46.11,3.43+3*3.98
create_level8_6zones_a,zone3,surface_adiabatic_12,interior_column,23.561925,2.5*3.14159
create_level8_6zones_a,zone3,surface_adiabatic_13,base_ceiling,68.2968,
create_level8_6zones_a,zone3,surface_adiabatic_14,base_ceiling,68.2968,
create_level8_6zones_a,zone4,surface_adiabatic_15,interior_wall_gypsum,59.88,4+4*3.99
create_level8_6zones_a,zone4,surface_adiabatic_16,interior_column,28.27431,3*3.14159
create_level8_6zones_a,zone4,surface_adiabatic_17,base_ceiling,95.36,
create_level8_6zones_a,zone4,surface_adiabatic_18,base_ceiling,95.36,
create_level8_6zones_a,zone5,surface_adiabatic_19,interior_wall_gypsum,91.92,4.78+5.04+5.04+3.43+0.86
create_level8_6zones_a,zone5,surface_adiabatic_20,interior_wall_concrete,36.672,5.4+2.24
create_level8_6zones_a,zone5,surface_adiabatic_21,interior_column,7.539816,0.5*3.14159
create_level8_6zones_a,zone5,surface_adiabatic_22,base_ceiling,80,
create_level8_6zones_a,zone5,surface_adiabatic_23,base_ceiling,80,
create_level8_6zones_a,zone6,surface_adiabatic_24,interior_wall_concrete,95.808,9.98+9.98
create_level8_6zones_a,zone6,surface_adiabatic_25,base_ceiling,64.2712,
create_level8_6zones_a,zone6,surface_adiabatic_26,base_ceiling,64.2712,
create_level8_6zones_b,zone1,surface_adiabatic_1,interior_wall_gypsum,172.68,3.86+17.16+3.42+4.78+5.04+3.43/2
create_level8_6zones_b,zone1,surface_adiabatic_2,interior_wall_window_gypsum,61.92,2*6.45
create_level8_6zones_b,zone1,surface_adiabatic_3,interior_wall_concrete,104.448,9.98+9.98+5.4/3
create_level8_6zones_b,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_6zones_b,zone1,surface_adiabatic_5,base_ceiling,295,
create_level8_6zones_b,zone1,surface_adiabatic_6,base_ceiling,295,
create_level8_6zones_b,zone2,surface_adiabatic_7,interior_wall_gypsum,136.584,10.45+0.86+10.39+5.04+3.43/2
create_level8_6zones_b,zone2,surface_adiabatic_8,interior_wall_concrete,28.032,2.24+2*5.4/3
create_level8_6zones_b,zone2,surface_adiabatic_9,interior_column,22.619448,1.5*3.14159
create_level8_6zones_b,zone2,surface_adiabatic_10,base_ceiling,282,
create_level8_6zones_b,zone2,surface_adiabatic_11,base_ceiling,282,
create_level8_6zones_b,zone3,surface_adiabatic_12,interior_wall_gypsum,11.94,3.98
create_level8_6zones_b,zone3,surface_adiabatic_13,interior_column,18.84954,2*3.14159
create_level8_6zones_b,zone3,surface_adiabatic_14,base_ceiling,41.7502,
create_level8_6zones_b,zone3,surface_adiabatic_15,base_ceiling,41.7502,
create_level8_6zones_b,zone4,surface_adiabatic_16,interior_wall_gypsum,22.23,3.43+3.98
create_level8_6zones_b,zone4,surface_adiabatic_17,interior_column,4.712385,0.5*3.14159
create_level8_6zones_b,zone4,surface_adiabatic_18,base_ceiling,25.3924,
create_level8_6zones_b,zone4,surface_adiabatic_19,base_ceiling,25.3924,
create_level8_6zones_b,zone5,surface_adiabatic_20,interior_wall_gypsum,36,3*4
create_level8_6zones_b,zone5,surface_adiabatic_21,interior_column,14.137155,1.5*3.14159
create_level8_6zones_b,zone5,surface_adiabatic_22,base_ceiling,51.8,
create_level8_6zones_b,zone5,surface_adiabatic_23,base_ceiling,51.8,
create_level8_6zones_b,zone6,surface_adiabatic_24,interior_wall_gypsum,12,4
create_level8_6zones_b,zone6,surface_adiabatic_25,interior_column,14.137155,1.5*3.14159
create_level8_6zones_b,zone6,surface_adiabatic_26,base_ceiling,41.96,
create_level8_6zones_b,zone6,surface_adiabatic_27,base_ceiling,41.96,
create_level8_7zones_a,zone1,surface_adiabatic_1,interior_wall_gypsum,117.312,3.86+17.16+3.42
create_level8_7zones_a,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_7zones_a,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_7zones_a,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_7zones_a,zone1,surface_adiabatic_5,base_ceiling,178.464,
create_level8_7zones_a,zone1,surface_adiabatic_6,base_ceiling,178.464,
create_level8_7zones_a,zone2,surface_adiabatic_7,interior_wall_gypsum,100.032,10.45+10.39
create_level8_7zones_a,zone2,surface_adiabatic_8,interior_column,15.079632,1*3.14159
create_level8_7zones_a,zone2,surface_adiabatic_9,base_ceiling,248.8896,
create_level8_7zones_a,zone2,surface_adiabatic_10,base_ceiling,248.8896,
create_level8_7zones_a,zone3,surface_adiabatic_11,interior_wall_gypsum,46.11,3.43+3*3.98
create_level8_7zones_a,zone3,surface_adiabatic_12,interior_column,23.561925,2.5*3.14159
create_level8_7zones_a,zone3,surface_adiabatic_13,base_ceiling,68.2968,
create_level8_7zones_a,zone3,surface_adiabatic_14,base_ceiling,68.2968,
create_level8_7zones_a,zone4,surface_adiabatic_15,interior_wall_gypsum,59.88,4+4*3.99
create_level8_7zones_a,zone4,surface_adiabatic_16,interior_wall_concrete,17.52,2.24+2*5.4/3
create_level8_7zones_a,zone4,surface_adiabatic_17,interior_column,28.27431,3*3.14159
create_level8_7zones_a,zone4,surface_adiabatic_18,base_ceiling,95.36,
create_level8_7zones_a,zone4,surface_adiabatic_19,base_ceiling,95.36,
create_level8_7zones_a,zone5,surface_adiabatic_20,interior_wall_gypsum,55.368,4.78+5.04+3.43/2
create_level8_7zones_a,zone5,surface_adiabatic_21,interior_wall_concrete,8.64,5.4/3
create_level8_7zones_a,zone5,surface_adiabatic_22,base_ceiling,52,
create_level8_7zones_a,zone5,surface_adiabatic_23,base_ceiling,52,
create_level8_7zones_a,zone6,surface_adiabatic_24,interior_wall_gypsum,36.552,5.04+3.43/2+0.86
create_level8_7zones_a,zone6,surface_adiabatic_25,interior_wall_concrete,28.032,2*5.4/3+2.24
create_level8_7zones_a,zone6,surface_adiabatic_26,interior_column,7.539816,0.5*3.14159
create_level8_7zones_a,zone6,surface_adiabatic_27,base_ceiling,28,
create_level8_7zones_a,zone6,surface_adiabatic_28,base_ceiling,28,
create_level8_7zones_a,zone7,surface_adiabatic_29,interior_wall_concrete,95.808,9.98+9.98
create_level8_7zones_a,zone7,surface_adiabatic_30,base_ceiling,64.2712,
create_level8_7zones_a,zone7,surface_adiabatic_31,base_ceiling,64.2712,
create_level8_7zones_b,zone1,surface_adiabatic_1,interior_wall_gypsum,117.312,3.86+17.16+3.42
create_level8_7zones_b,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_7zones_b,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_7zones_b,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_7zones_b,zone1,surface_adiabatic_5,base_ceiling,235,
create_level8_7zones_b,zone1,surface_adiabatic_6,base_ceiling,235,
create_level8_7zones_b,zone2,surface_adiabatic_7,interior_wall_gypsum,136.584,10.45+0.86+10.39+5.04+3.43/2
create_level8_7zones_b,zone2,surface_adiabatic_8,interior_wall_concrete,28.032,2.24+2*5.4/3
create_level8_7zones_b,zone2,surface_adiabatic_9,interior_column,22.619448,1.5*3.14159
create_level8_7zones_b,zone2,surface_adiabatic_10,base_ceiling,282,
create_level8_7zones_b,zone2,surface_adiabatic_11,base_ceiling,282,
create_level8_7zones_b,zone3,surface_adiabatic_12,interior_wall_gypsum,11.94,3.98
create_level8_7zones_b,zone3,surface_adiabatic_13,interior_column,18.84954,2*3.14159
create_level8_7zones_b,zone3,surface_adiabatic_14,base_ceiling,41.7502,
create_level8_7zones_b,zone3,surface_adiabatic_15,base_ceiling,41.7502,
create_level8_7zones_b,zone4,surface_adiabatic_16,interior_wall_gypsum,22.23,3.43+3.98
create_level8_7zones_b,zone4,surface_adiabatic_17,interior_column,4.712385,0.5*3.14159
create_level8_7zones_b,zone4,surface_adiabatic_18,base_ceiling,25.3924,
create_level8_7zones_b,zone4,surface_adiabatic_19,base_ceiling,25.3924,
create_level8_7zones_b,zone5,surface_adiabatic_20,interior_wall_gypsum,36,3*4
create_level8_7zones_b,zone5,surface_adiabatic_21,interior_column,14.137155,1.5*3.14159
create_level8_7zones_b,zone5,surface_adiabatic_22,base_ceiling,51.8,
create_level8_7zones_b,zone5,surface_adiabatic_23,base_ceiling,51.8,
create_level8_7zones_b,zone6,surface_adiabatic_24,interior_wall_gypsum,12,4
create_level8_7zones_b,zone6,surface_adiabatic_25,interior_column,14.137155,1.5*3.14159
create_level8_7zones_b,zone6,surface_adiabatic_26,base_ceiling,41.96,
create_level8_7zones_b,zone6,surface_adiabatic_27,base_ceiling,41.96,
create_level8_7zones_b,zone7,surface_adiabatic_28,interior_wall_concrete,95.808,9.98+9.98
create_level8_7zones_b,zone7,surface_adiabatic_29,base_ceiling,64.2712,
create_level8_7zones_b,zone7,surface_adiabatic_30,base_ceiling,64.2712,
create_level8_8zones,zone1,surface_adiabatic_1,interior_wall_gypsum,117.312,3.86+17.16+3.42
create_level8_8zones,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_8zones,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_8zones,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_8zones,zone1,surface_adiabatic_5,base_ceiling,178.464,
create_level8_8zones,zone1,surface_adiabatic_6,base_ceiling,178.464,
create_level8_8zones,zone2,surface_adiabatic_7,interior_wall_gypsum,100.032,10.45+10.39
create_level8_8zones,zone2,surface_adiabatic_8,interior_column,15.079632,1*3.14159
create_level8_8zones,zone2,surface_adiabatic_9,base_ceiling,248.8896,
create_level8_8zones,zone2,surface_adiabatic_10,base_ceiling,248.8896,
create_level8_8zones,zone3,surface_adiabatic_11,interior_wall_gypsum,11.94,3.98
create_level8_8zones,zone3,surface_adiabatic_12,interior_column,18.84954,2*3.14159
create_level8_8zones,zone3,surface_adiabatic_13,base_ceiling,68.2968,
create_level8_8zones,zone3,surface_adiabatic_14,base_ceiling,68.2968,
create_level8_8zones,zone4,surface_adiabatic_15,interior_wall_gypsum,22.23,3.43+3.98
create_level8_8zones,zone4,surface_adiabatic_16,interior_column,4.712385,0.5*3.14159
create_level8_8zones,zone4,surface_adiabatic_17,base_ceiling,95.36,
create_level8_8zones,zone4,surface_adiabatic_18,base_ceiling,95.36,
create_level8_8zones,zone5,surface_adiabatic_19,interior_wall_gypsum,36,3*4
create_level8_8zones,zone5,surface_adiabatic_20,interior_column,14.137155,1.5*3.14159
create_level8_8zones,zone5,surface_adiabatic_21,base_ceiling,51.8,
create_level8_8zones,zone5,surface_adiabatic_22,base_ceiling,51.8,
create_level8_8zones,zone6,surface_adiabatic_23,interior_wall_gypsum,12,4
create_level8_8zones,zone6,surface_adiabatic_24,interior_column,14.137155,1.5*3.14159
create_level8_8zones,zone6,surface_adiabatic_25,base_ceiling,41.96,
create_level8_8zones,zone6,surface_adiabatic_26,base_ceiling,41.96,
create_level8_8zones,zone7,surface_adiabatic_27,interior_wall_gypsum,91.92,4.78+5.04+5.04+3.43+0.86
create_level8_8zones,zone7,surface_adiabatic_28,interior_wall_concrete,36.672,5.4+2.24
create_level8_8zones,zone7,surface_adiabatic_29,interior_column,7.539816,0.5*3.14159
create_level8_8zones,zone7,surface_adiabatic_30,base_ceiling,80,
create_level8_8zones,zone7,surface_adiabatic_31,base_ceiling,80,
create_level8_8zones,zone8,surface_adiabatic_32,interior_wall_concrete,95.808,9.98+9.98
create_level8_8zones,zone8,surface_adiabatic_33,base_ceiling,64.2712,
create_level8_8zones,zone8,surface_adiabatic_34,base_ceiling,64.2712,
create_level8_9zones_a,zone1,surface_adiabatic_1,interior_wall_gypsum,117.312,3.86+17.16+3.42
create_level8_9zones_a,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_9zones_a,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_9zones_a,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_9zones_a,zone1,surface_adiabatic_5,base_ceiling,178.464,
create_level8_9zones_a,zone1,surface_adiabatic_6,base_ceiling,178.464,
create_level8_9zones_a,zone2,surface_adiabatic_7,interior_wall_gypsum,100.032,10.45+10.39
create_level8_9zones_a,zone2,surface_adiabatic_8,interior_column,15.079632,1*3.14159
create_level8_9zones_a,zone2,surface_adiabatic_9,base_ceiling,248.8896,
create_level8_9zones_a,zone2,surface_adiabatic_10,base_ceiling,248.8896,
create_level8_9zones_a,zone3,surface_adiabatic_11,interior_wall_gypsum,11.94,3.98
create_level8_9zones_a,zone3,surface_adiabatic_12,interior_column,18.84954,2*3.14159
create_level8_9zones_a,zone3,surface_adiabatic_13,base_ceiling,68.2968,
create_level8_9zones_a,zone3,surface_adiabatic_14,base_ceiling,68.2968,
create_level8_9zones_a,zone4,surface_adiabatic_15,interior_wall_gypsum,22.23,3.43+3.98
create_level8_9zones_a,zone4,surface_adiabatic_16,interior_column,4.712385,0.5*3.14159
create_level8_9zones_a,zone4,surface_adiabatic_17,base_ceiling,95.36,
create_level8_9zones_a,zone4,surface_adiabatic_18,base_ceiling,95.36,
create_level8_9zones_a,zone5,surface_adiabatic_19,interior_wall_gypsum,36,3*4
create_level8_9zones_a,zone5,surface_adiabatic_20,interior_column,14.137155,1.5*3.14159
create_level8_9zones_a,zone5,surface_adiabatic_21,base_ceiling,51.8,
create_level8_9zones_a,zone5,surface_adiabatic_22,base_ceiling,51.8,
create_level8_9zones_a,zone6,surface_adiabatic_23,interior_wall_gypsum,12,4
create_level8_9zones_a,zone6,surface_adiabatic_24,interior_column,14.137155,1.5*3.14159
create_level8_9zones_a,zone6,surface_adiabatic_25,base_ceiling,41.96,
create_level8_9zones_a,zone6,surface_adiabatic_26,base_ceiling,41.96,
create_level8_9zones_a,zone7,surface_adiabatic_27,interior_wall_gypsum,55.368,4.78+5.04+3.43/2
create_level8_9zones_a,zone7,surface_adiabatic_28,interior_wall_concrete,8.64,5.4/3
create_level8_9zones_a,zone7,surface_adiabatic_29,base_ceiling,52,
create_level8_9zones_a,zone7,surface_adiabatic_30,base_ceiling,52,
create_level8_9zones_a,zone8,surface_adiabatic_31,interior_wall_gypsum,36.552,5.04+3.43/2+0.86
create_level8_9zones_a,zone8,surface_adiabatic_32,interior_wall_concrete,28.032,2*5.4/3+2.24
create_level8_9zones_a,zone8,surface_adiabatic_33,interior_column,7.539816,0.5*3.14159
create_level8_9zones_a,zone8,surface_adiabatic_34,base_ceiling,28,
create_level8_9zones_a,zone8,surface_adiabatic_35,base_ceiling,28,
create_level8_9zones_a,zone9,surface_adiabatic_36,interior_wall_concrete,95.808,9.98+9.98
create_level8_9zones_a,zone9,surface_adiabatic_37,base_ceiling,64.2712,
create_level8_9zones_a,zone9,surface_adiabatic_38,base_ceiling,64.2712,
create_level8_9zones_b,zone1,surface_adiabatic_1,interior_wall_gypsum,117.312,3.86+17.16+3.42
create_level8_9zones_b,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_9zones_b,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_9zones_b,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_9zones_b,zone1,surface_adiabatic_5,base_ceiling,235,
create_level8_9zones_b,zone1,surface_adiabatic_6,base_ceiling,235,
create_level8_9zones_b,zone2,surface_adiabatic_7,interior_wall_gypsum,136.584,10.45+0.86+10.39+5.04+3.43/2
create_level8_9zones_b,zone2,surface_adiabatic_8,interior_wall_concrete,28.032,2.24+2*5.4/3
create_level8_9zones_b,zone2,surface_adiabatic_9,interior_column,22.619448,1.5*3.14159
create_level8_9zones_b,zone2,surface_adiabatic_10,base_ceiling,282,
create_level8_9zones_b,zone2,surface_adiabatic_11,base_ceiling,282,
create_level8_9zones_b,zone3,surface_adiabatic_12,interior_column,14.137155,1.5*3.14159
create_level8_9zones_b,zone3,surface_adiabatic_13,base_ceiling,29.0142,
create_level8_9zones_b,zone3,surface_adiabatic_14,base_ceiling,29.0142,
create_level8_9zones_b,zone4,surface_adiabatic_15,interior_wall_gypsum,11.94,3.98
create_level8_9zones_b,zone4,surface_adiabatic_16,interior_column,4.712385,0.5*3.14159
create_level8_9zones_b,zone4,surface_adiabatic_17,base_ceiling,25.472,
create_level8_9zones_b,zone4,surface_adiabatic_18,base_ceiling,25.472,
create_level8_9zones_b,zone5,surface_adiabatic_19,interior_wall_gypsum,10.29,3.43
create_level8_9zones_b,zone5,surface_adiabatic_20,interior_column,4.712385,0.5*3.14159
create_level8_9zones_b,zone5,surface_adiabatic_21,base_ceiling,12.6564,
create_level8_9zones_b,zone5,surface_adiabatic_22,base_ceiling,12.6564,
create_level8_9zones_b,zone6,surface_adiabatic_23,interior_wall_gypsum,24,2*4
create_level8_9zones_b,zone6,surface_adiabatic_24,interior_column,9.42477,1*3.14159
create_level8_9zones_b,zone6,surface_adiabatic_25,base_ceiling,25.8,
create_level8_9zones_b,zone6,surface_adiabatic_26,base_ceiling,25.8,
create_level8_9zones_b,zone7,surface_adiabatic_27,interior_wall_gypsum,12,4
create_level8_9zones_b,zone7,surface_adiabatic_28,interior_column,9.42477,1*3.14159
create_level8_9zones_b,zone7,surface_adiabatic_29,base_ceiling,38.8,
create_level8_9zones_b,zone7,surface_adiabatic_30,base_ceiling,38.8,
create_level8_9zones_b,zone8,surface_adiabatic_31,interior_column,9.42477,1*3.14159
create_level8_9zones_b,zone8,surface_adiabatic_32,base_ceiling,29.16,
create_level8_9zones_b,zone8,surface_adiabatic_33,base_ceiling,29.16,
create_level8_9zones_b,zone9,surface_adiabatic_34,interior_wall_concrete,95.808,9.98+9.98
create_level8_9zones_b,zone9,surface_adiabatic_35,base_ceiling,64.2712,
create_level8_9zones_b,zone9,surface_adiabatic_36,base_ceiling,64.2712,
create_level8_10zones,zone1,surface_adiabatic_1,interior_wall_gypsum,117.312,3.86+17.16+3.42
create_level8_10zones,zone1,surface_adiabatic_2,interior_wall_window_gypsum,30.96,6.45
create_level8_10zones,zone1,surface_adiabatic_3,interior_wall_concrete,8.64,5.4/3
create_level8_10zones,zone1,surface_adiabatic_4,interior_column,37.69908,2.5*3.14159
create_level8_10zones,zone1,surface_adiabatic_5,base_ceiling,178.464,
